"ApiID","CateID","IsPri"
"72385","20136","0"
"72385","20164","0"
"65690","20066","1"
"65690","20120","0"
"65690","20121","0"
"74154","20012","1"
"69515","20122","1"
"74154","20214","0"
"74154","20214","0"
"70829","20015","1"
"69772","20070","1"
"69772","20174","0"
"63222","20020","1"
"72873","20099","1"
"72873","20296","0"
"63222","20162","0"
"72873","20350","0"
"63222","20038","0"
"72873","20096","0"
"63222","19959","0"
"63222","20357","0"
"71768","19960","1"
"71768","19978","0"
"71768","19978","0"
"67353","20099","1"
"72058","19971","1"
"72058","19959","0"
"63451","20015","1"
"94483","20004","1"
"67353","20240","0"
"67353","19959","0"
"67353","20157","0"
"63451","19960","0"
"142599","20296","1"
"68050","20004","1"
"142599","20073","0"
"72083","19995","1"
"72083","20129","0"
"72083","20014","0"
"74748","20066","1"
"74748","19978","0"
"74748","20071","0"
"74748","20141","0"
"74748","20404","0"
"74748","20094","0"
"70715","20094","1"
"70715","20066","0"
"70715","20105","0"
"65561","20099","1"
"68480","19963","1"
"68480","20201","0"
"68412","20070","1"
"68412","20232","0"
"68412","20173","0"
"71057","19968","1"
"71057","20100","0"
"71057","20259","0"
"71057","20094","0"
"68091","20296","1"
"68091","20103","0"
"68091","19959","0"
"68091","19960","0"
"63779","20323","1"
"63779","19987","0"
"63779","20309","0"
"63779","20055","0"
"63779","20174","0"
"74221","20066","1"
"74221","20174","0"
"74221","20071","0"
"154178","20071","1"
"154178","20141","0"
"154178","20105","0"
"64881","20206","1"
"64881","20129","0"
"64881","20086","0"
"73706","20015","1"
"73706","20227","0"
"73706","19959","0"
"73706","19960","0"
"70817","19962","1"
"70817","19962","0"
"70817","20385","0"
"68970","20142","1"
"68970","20283","0"
"68970","20360","0"
"70573","20206","1"
"70573","20086","0"
"189456","20015","1"
"189456","20081","0"
"189456","20107","0"
"70522","20012","1"
"70522","20221","0"
"136666","20022","1"
"70522","20159","0"
"136666","20021","0"
"136666","20070","0"
"74599","19968","1"
"74599","20100","0"
"74599","20073","0"
"74599","20291","0"
"154101","20386","1"
"154101","20086","0"
"154101","20106","0"
"154101","20261","0"
"154101","20296","0"
"74077","20066","1"
"74077","20033","0"
"74077","20117","0"
"74077","20093","0"
"72657","19968","1"
"72657","20117","0"
"74076","20211","1"
"74076","20117","0"
"74076","20093","0"
"65249","20066","1"
"65249","20182","0"
"65249","20254","0"
"137669","20141","1"
"137669","20120","0"
"137669","20145","0"
"74396","20066","1"
"74396","20141","0"
"74396","20012","0"
"74396","20212","0"
"137243","20073","1"
"189253","20016","1"
"189253","20141","0"
"189253","20133","0"
"189253","20215","0"
"94509","20099","1"
"94509","20053","0"
"94509","20098","0"
"70678","19963","1"
"136507","20073","1"
"136507","20013","0"
"136507","19968","0"
"65548","20016","1"
"67270","20094","1"
"148456","20099","1"
"148456","20286","0"
"71373","20087","1"
"188434","20133","1"
"188434","20272","0"
"188434","20020","0"
"188434","20253","0"
"188434","20194","0"
"74579","20015","1"
"74579","19982","0"
"74579","20202","0"
"141616","20256","1"
"74492","20075","1"
"74492","20174","0"
"74492","20013","0"
"74492","20087","0"
"154376","20296","1"
"154376","20035","0"
"154376","20096","0"
"71900","20386","1"
"71900","20035","0"
"71900","20039","0"
"71900","20069","0"
"71900","20161","0"
"71900","20261","0"
"71900","20296","0"
"71900","20362","0"
"71900","20369","0"
"71900","20386","0"
"69210","20174","1"
"69210","19987","0"
"73258","20220","1"
"73258","20129","0"
"73258","20103","0"
"73258","19995","0"
"70491","19971","1"
"70491","20202","0"
"70491","19959","0"
"71946","20162","1"
"73603","20296","1"
"64273","20296","1"
"71946","20142","0"
"71946","20087","0"
"64273","20099","0"
"73603","20069","0"
"64273","20086","0"
"73603","20130","0"
"73603","20261","0"
"73603","20386","0"
"142338","19998","1"
"142338","20068","0"
"142338","20106","0"
"142338","20141","0"
"142338","20170","0"
"71884","20070","1"
"64063","19998","1"
"64063","19998","0"
"148186","20107","1"
"148186","20164","0"
"154100","20386","1"
"154100","20086","0"
"154100","20106","0"
"154100","20261","0"
"154100","20296","0"
"71380","20296","1"
"71380","20206","0"
"154099","20386","1"
"154099","20086","0"
"154099","20106","0"
"154099","20261","0"
"154099","20296","0"
"64507","19990","1"
"64507","20278","0"
"146973","20067","1"
"146973","20163","0"
"146972","20067","1"
"146972","20163","0"
"146972","20004","0"
"65341","20107","1"
"65341","20087","0"
"65341","20015","0"
"145496","19960","1"
"68545","20070","1"
"68545","19994","0"
"68545","20066","0"
"68545","20055","0"
"139457","19968","1"
"139457","20049","0"
"139457","20096","0"
"139457","20296","0"
"72256","20087","1"
"72256","20294","0"
"73643","20094","1"
"73643","19967","0"
"73643","19968","0"
"73643","19998","0"
"73643","20176","0"
"73595","19971","1"
"73595","20202","0"
"73595","20092","0"
"64925","20206","1"
"64925","20078","0"
"64925","19968","0"
"64925","20296","0"
"139266","20296","1"
"139266","19967","0"
"71541","20004","1"
"71541","20370","0"
"71541","19959","0"
"71885","20294","1"
"71885","20161","0"
"71885","20205","0"
"71885","20202","0"
"66032","20012","1"
"66032","20390","0"
"66032","20334","0"
"66032","20109","0"
"66032","20109","0"
"65596","20334","1"
"65596","20390","0"
"71955","20012","1"
"70166","20334","1"
"150832","19963","1"
"71955","20109","0"
"70166","19995","0"
"71955","20390","0"
"70166","20090","0"
"64241","20296","1"
"69919","20099","1"
"150832","19996","0"
"71955","20334","0"
"71955","20109","0"
"69919","20269","0"
"150832","20272","0"
"70166","20227","0"
"150832","20349","0"
"69919","20407","0"
"150832","20005","0"
"64241","20386","0"
"72107","20098","1"
"136842","20205","1"
"136842","20039","0"
"136842","20160","0"
"136842","20080","0"
"136842","20370","0"
"136842","20004","0"
"189073","20160","1"
"189073","20115","0"
"189073","20135","0"
"189073","20142","0"
"189073","20337","0"
"189073","20347","0"
"189073","20362","0"
"189073","20004","0"
"189071","20316","1"
"71713","20070","1"
"189071","20115","0"
"189071","20116","0"
"189071","20135","0"
"189071","20094","0"
"189071","20318","0"
"68562","20070","1"
"68562","19994","0"
"68562","20066","0"
"68562","20055","0"
"64230","20162","1"
"64230","19997","0"
"64230","19997","0"
"69486","20098","1"
"69486","20087","0"
"69486","20330","0"
"69429","20070","1"
"69429","20066","0"
"71604","20020","1"
"71604","19979","0"
"71604","20221","0"
"71604","20162","0"
"67620","20070","1"
"67620","20066","0"
"137242","20015","1"
"72900","20094","1"
"72900","20337","0"
"71428","19978","1"
"72900","20160","0"
"71428","20094","0"
"72900","20142","0"
"151217","20245","1"
"151217","20149","0"
"151217","20281","0"
"151217","20305","0"
"151217","20275","0"
"88326","20048","1"
"88326","19959","0"
"88326","19978","0"
"88326","20185","0"
"88326","19978","0"
"67121","20087","1"
"67121","20216","0"
"67121","20075","0"
"68140","19994","1"
"68140","20112","0"
"68140","19988","0"
"65653","20087","1"
"65653","19959","0"
"65653","20112","0"
"67999","20066","1"
"67999","20252","0"
"67999","20112","0"
"67999","19978","0"
"143296","20112","1"
"143296","19963","0"
"143296","19962","0"
"71985","19960","1"
"71985","20206","0"
"151831","20112","1"
"151831","20019","0"
"151831","20281","0"
"151831","20272","0"
"151831","20254","0"
"69946","19962","1"
"69946","20254","0"
"143802","20200","1"
"143802","20041","0"
"143802","20140","0"
"143802","20178","0"
"143802","20212","0"
"143802","20200","0"
"143802","20269","0"
"143802","20345","0"
"64547","20087","1"
"68467","20296","1"
"68467","20099","0"
"68467","20099","0"
"70138","19971","1"
"70138","19959","0"
"70138","20300","0"
"70138","19998","0"
"73653","20012","1"
"73653","20027","0"
"73653","20313","0"
"69162","20099","1"
"69162","20206","0"
"69162","20053","0"
"154741","20031","1"
"154741","20084","0"
"154741","20004","0"
"189392","20038","1"
"189392","20027","0"
"189392","20098","0"
"189392","20253","0"
"189392","20194","0"
"68148","20070","1"
"68993","20055","1"
"68993","20309","0"
"68993","20080","0"
"68993","20065","0"
"68993","20065","0"
"189673","20065","1"
"189673","20135","0"
"70454","20098","1"
"70454","20087","0"
"154740","20408","1"
"154740","20084","0"
"154740","19979","0"
"154740","20124","0"
"74745","20323","1"
"74745","20071","0"
"74745","20065","0"
"74745","20141","0"
"74745","20283","0"
"74494","20323","1"
"74494","20065","0"
"74072","20012","1"
"69107","20048","1"
"74072","19998","0"
"74072","19998","0"
"69107","20185","0"
"69107","19959","0"
"153602","20133","1"
"139815","20084","1"
"153602","19970","0"
"149254","20070","1"
"66544","19998","1"
"139815","20220","0"
"153602","20018","0"
"149254","20174","0"
"139815","22068","0"
"153602","19997","0"
"149254","20237","0"
"64298","20250","1"
"64298","20252","0"
"64298","20066","0"
"64298","20094","0"
"69562","20012","1"
"69562","20065","0"
"69562","20065","0"
"69933","20162","1"
"69933","19979","0"
"69933","20038","0"
"69933","20087","0"
"63009","20206","1"
"63009","20315","0"
"72350","20334","1"
"72350","20390","0"
"72350","20394","0"
"71151","19968","1"
"71151","20096","0"
"71151","20362","0"
"71151","20049","0"
"68988","20070","1"
"68988","20174","0"
"68988","20055","0"
"73154","19965","1"
"73154","20106","0"
"73154","20377","0"
"73154","20395","0"
"73154","20265","0"
"68566","20020","1"
"68566","20191","0"
"68566","19979","0"
"145265","20168","1"
"145265","20138","0"
"145265","20168","0"
"145265","20174","0"
"145265","20089","0"
"145265","20099","0"
"145265","20055","0"
"147714","20399","1"
"147714","20209","0"
"147714","20391","0"
"73219","19994","1"
"73219","20141","0"
"73219","19988","0"
"73219","20291","0"
"73219","20357","0"
"66446","20020","1"
"147636","20114","1"
"147636","20174","0"
"147636","20133","0"
"63074","20188","1"
"63074","19974","0"
"63074","20233","0"
"63074","20094","0"
"63074","19978","0"
"63074","20309","0"
"63074","20365","0"
"88322","20012","1"
"88322","20227","0"
"88322","19962","0"
"88322","19998","0"
"88322","20378","0"
"65590","20055","1"
"65590","20114","0"
"72753","20133","1"
"72753","20114","0"
"72753","20208","0"
"72390","20012","1"
"72390","20013","0"
"72390","20064","0"
"66445","20066","1"
"66445","20070","0"
"71179","20070","1"
"71179","20232","0"
"72808","20094","1"
"150093","20072","1"
"150093","19966","0"
"150093","20031","0"
"70896","20206","1"
"70896","20301","0"
"70896","20012","0"
"147331","20129","1"
"147331","20103","0"
"147331","20126","0"
"147331","20357","0"
"147331","20038","0"
"147331","20416","0"
"88391","20087","1"
"88391","20166","0"
"88391","20141","0"
"88391","20173","0"
"72176","20015","1"
"72176","20107","0"
"64099","20075","1"
"64099","20368","0"
"64099","20087","0"
"72041","19960","1"
"72041","20038","0"
"72041","20385","0"
"150559","20004","1"
"150559","20086","0"
"138916","20103","1"
"138916","19998","0"
"138916","22068","0"
"138916","20283","0"
"138916","19959","0"
"138916","20409","0"
"72547","20012","1"
"72547","20010","0"
"72547","19959","0"
"72547","20064","0"
"72547","20064","0"
"67327","20055","1"
"67327","20066","0"
"67327","20066","0"
"72046","20015","1"
"72046","20129","0"
"72046","20385","0"
"72046","19960","0"
"189077","20067","1"
"67330","20066","1"
"189077","20115","0"
"67330","20079","0"
"189077","20174","0"
"189077","20252","0"
"189077","20316","0"
"189077","20034","0"
"189074","20034","1"
"189074","20115","0"
"189074","20067","0"
"189074","20316","0"
"189074","20014","0"
"189074","19965","0"
"72525","19968","1"
"72525","20137","0"
"72525","20137","0"
"189075","20067","1"
"189075","20115","0"
"189075","22068","0"
"189075","20316","0"
"189075","20357","0"
"189075","20034","0"
"72317","19971","1"
"72317","20202","0"
"72317","20092","0"
"72317","20087","0"
"72317","19998","0"
"67378","20206","1"
"67378","20038","0"
"67378","20315","0"
"67378","20289","0"
"73180","20087","1"
"73180","20065","0"
"73180","20065","0"
"73180","20141","0"
"72319","19995","1"
"72319","20094","0"
"142817","20316","1"
"142817","20115","0"
"142817","20160","0"
"142817","20105","0"
"142817","19963","0"
"142817","20233","0"
"142817","22068","0"
"142817","20316","0"
"142817","20335","0"
"142817","20211","0"
"142817","20034","0"
"66975","20094","1"
"66975","20115","0"
"66975","20362","0"
"88319","20087","1"
"88319","20065","0"
"88319","20135","0"
"88319","20147","0"
"88319","20065","0"
"74339","20044","1"
"74339","20103","0"
"73139","20206","1"
"73139","20164","0"
"73139","20251","0"
"67408","20094","1"
"67508","20206","1"
"67508","20396","0"
"67508","20144","0"
"67508","20038","0"
"67508","19960","0"
"67509","20206","1"
"67509","20289","0"
"73038","19978","1"
"73038","20180","0"
"73036","20094","1"
"73036","20180","0"
"73039","20094","1"
"73039","20180","0"
"73039","20066","0"
"67421","20094","1"
"67421","20093","0"
"73014","20094","1"
"73014","20180","0"
"73037","20142","1"
"73037","20395","0"
"73037","20180","0"
"73037","19965","0"
"67423","20094","1"
"67423","20054","0"
"67422","20094","1"
"67422","20093","0"
"138705","20027","1"
"138705","19992","0"
"138705","20068","0"
"138705","20170","0"
"138705","20209","0"
"138705","20055","0"
"138705","20038","0"
"151827","20141","1"
"151827","20098","0"
"67030","20094","1"
"72603","20099","1"
"72603","20255","0"
"72603","20157","0"
"72603","20053","0"
"72603","20053","0"
"74538","20094","1"
"74538","20105","0"
"72287","20094","1"
"72287","20141","0"
"72287","20115","0"
"67229","20094","1"
"67229","20115","0"
"67795","20034","1"
"67795","20067","0"
"73269","20099","1"
"73269","20157","0"
"73269","20053","0"
"74765","20211","1"
"74765","20087","0"
"71356","20122","1"
"71356","20383","0"
"71356","20201","0"
"71356","20120","0"
"153889","19968","1"
"153889","20068","0"
"153889","20020","0"
"153889","20250","0"
"153889","20087","0"
"66971","20094","1"
"66971","20115","0"
"66971","20141","0"
"152792","20202","1"
"152792","20161","0"
"152792","20099","0"
"152792","20207","0"
"154707","20115","1"
"154707","22068","0"
"154707","19978","0"
"154707","20034","0"
"64703","20099","1"
"64703","20055","0"
"64703","20255","0"
"68453","19971","1"
"68453","20255","0"
"68453","19959","0"
"74379","20296","1"
"74379","20291","0"
"74379","20099","0"
"73015","19965","1"
"73015","20212","0"
"73015","20316","0"
"73015","20395","0"
"64807","20094","1"
"64807","19959","0"
"66741","20099","1"
"66741","19984","0"
"66741","20157","0"
"73016","20034","1"
"73016","20316","0"
"73016","20212","0"
"73016","19978","0"
"71177","20094","1"
"71177","20255","0"
"71177","20115","0"
"71177","19978","0"
"67809","20094","1"
"67809","20180","0"
"63853","20174","1"
"63853","20007","0"
"63853","20141","0"
"69541","20055","1"
"69541","20331","0"
"73964","19965","1"
"73964","19989","0"
"73964","20117","0"
"73964","20080","0"
"73964","19989","0"
"68122","20206","1"
"68122","20378","0"
"68122","19998","0"
"112322","19958","1"
"112322","20000","0"
"112322","20298","0"
"74529","19994","1"
"74529","20291","0"
"74529","20069","0"
"74529","19966","0"
"74529","19968","0"
"74529","20029","0"
"67803","20094","1"
"67803","20265","0"
"67800","20094","1"
"67796","20094","1"
"153037","20245","1"
"153037","20075","0"
"153037","20129","0"
"153037","20149","0"
"153037","20191","0"
"153037","20012","0"
"68042","20094","1"
"68042","20141","0"
"68042","20400","0"
"68042","20316","0"
"71732","20094","1"
"141649","20252","1"
"141649","20075","0"
"71732","20185","0"
"141649","19963","0"
"71732","20048","0"
"137537","20214","1"
"137537","19979","0"
"137537","20162","0"
"137537","20343","0"
"137537","19972","0"
"137537","20038","0"
"69780","19963","1"
"69780","20141","0"
"69780","19960","0"
"69780","20012","0"
"69854","20098","1"
"67201","20250","1"
"69854","19997","0"
"67201","20020","0"
"67201","20149","0"
"67201","20163","0"
"64600","19995","1"
"70370","19960","1"
"64600","20206","0"
"70370","20358","0"
"70370","20129","0"
"70370","20087","0"
"74266","20099","1"
"74266","19971","0"
"74266","20119","0"
"74266","20080","0"
"74266","20136","0"
"146138","20228","1"
"70191","19963","1"
"146138","20163","0"
"70191","20012","0"
"146138","20309","0"
"70191","20221","0"
"66334","20024","1"
"66334","20202","0"
"137394","20081","1"
"137394","19958","0"
"137394","20000","0"
"137394","20037","0"
"71358","20122","1"
"71358","20201","0"
"71358","20120","0"
"71357","19968","1"
"137379","20081","1"
"71357","20201","0"
"137379","19958","0"
"71357","20155","0"
"137379","20000","0"
"137379","20037","0"
"72351","20034","1"
"72351","19959","0"
"72351","19965","0"
"72351","20078","0"
"64310","20012","1"
"64310","20380","0"
"147796","20086","1"
"147796","20258","0"
"64618","19968","1"
"70546","20098","1"
"64618","19967","0"
"70546","20087","0"
"64618","20086","0"
"70546","20296","0"
"70546","20133","0"
"70546","20044","0"
"68587","20012","1"
"68587","20292","0"
"68587","20209","0"
"146394","20086","1"
"146394","19979","0"
"146394","20258","0"
"187991","20161","1"
"187991","20086","0"
"187991","20258","0"
"187991","20347","0"
"139250","20086","1"
"139250","20170","0"
"139250","20190","0"
"139250","20258","0"
"139250","20274","0"
"139250","20415","0"
"142980","20206","1"
"142980","20258","0"
"148333","20145","1"
"148333","20141","0"
"148333","20145","0"
"139249","20086","1"
"139249","20148","0"
"139249","20168","0"
"139249","20024","0"
"139249","20258","0"
"139249","20087","0"
"139249","20415","0"
"71422","20296","1"
"71422","20212","0"
"68665","20174","1"
"68665","20103","0"
"71424","20296","1"
"71424","20212","0"
"141128","20099","1"
"141128","20039","0"
"141128","20069","0"
"141128","20096","0"
"141128","20099","0"
"141128","20200","0"
"141128","20009","0"
"141128","20261","0"
"141128","19994","0"
"141128","20309","0"
"141128","20321","0"
"141128","20230","0"
"141128","20296","0"
"141128","20350","0"
"141128","20359","0"
"141128","20005","0"
"141128","20364","0"
"141128","20185","0"
"141128","20386","0"
"141128","20397","0"
"141128","20413","0"
"141128","20420","0"
"74121","20038","1"
"74121","20283","0"
"74121","20087","0"
"74121","20087","0"
"188999","20015","1"
"188999","20086","0"
"188999","20202","0"
"188999","20309","0"
"151469","19979","1"
"151469","19976","0"
"151469","20149","0"
"151469","20214","0"
"151469","20012","0"
"63528","19965","1"
"63528","20078","0"
"65678","19965","1"
"65678","20057","0"
"65678","20078","0"
"145455","20031","1"
"145455","20010","0"
"145455","19959","0"
"145455","20004","0"
"69739","19965","1"
"69739","20057","0"
"69739","20283","0"
"69739","20012","0"
"66091","20012","1"
"66091","19968","0"
"70535","20003","1"
"70535","20294","0"
"150205","20049","1"
"150205","20073","0"
"150205","23003","0"
"150205","20100","0"
"150205","20099","0"
"150205","20296","0"
"137406","20286","1"
"137406","19971","0"
"137406","20324","0"
"142181","20031","1"
"63233","20358","1"
"142181","19963","0"
"63233","20099","0"
"153823","19959","1"
"153823","19998","0"
"153823","20010","0"
"153823","20207","0"
"153823","20015","0"
"153823","20313","0"
"67314","20271","1"
"67314","19971","0"
"67314","20010","0"
"67314","20039","0"
"67314","20092","0"
"67314","20103","0"
"67314","20206","0"
"67314","20009","0"
"67314","20202","0"
"67314","20339","0"
"67314","20340","0"
"67314","20211","0"
"71446","20206","1"
"71446","20148","0"
"71446","20161","0"
"71446","20161","0"
"71446","20136","0"
"62903","20015","1"
"62903","19959","0"
"62903","19960","0"
"63782","19971","1"
"63782","20202","0"
"69906","20038","1"
"69906","20253","0"
"69906","20221","0"
"70805","19968","1"
"70805","20152","0"
"70805","20100","0"
"70805","20012","0"
"64329","20015","1"
"64329","19959","0"
"64329","19960","0"
"149962","20099","1"
"149962","19998","0"
"149962","20286","0"
"149962","19981","0"
"64327","20015","1"
"64327","19959","0"
"64327","19960","0"
"64328","20015","1"
"64328","19959","0"
"64328","20024","0"
"64328","20382","0"
"64328","19960","0"
"71624","20015","1"
"71624","19959","0"
"71624","20010","0"
"64330","20015","1"
"64330","19959","0"
"64330","19960","0"
"149964","20099","1"
"149964","20286","0"
"149964","20346","0"
"149964","19981","0"
"65266","20015","1"
"65266","19960","0"
"65266","20086","0"
"149963","20099","1"
"149963","20286","0"
"149963","19981","0"
"149965","20099","1"
"149965","20286","0"
"149965","20346","0"
"149965","19981","0"
"66362","20099","1"
"66362","19981","0"
"74441","20011","1"
"71676","20206","1"
"71676","20251","0"
"71676","20107","0"
"71547","20206","1"
"71547","20129","0"
"71547","20149","0"
"71547","20126","0"
"71547","20283","0"
"71547","19959","0"
"67452","20090","1"
"70404","20206","1"
"70404","20161","0"
"70404","20136","0"
"70404","20164","0"
"67452","20364","0"
"67452","20014","0"
"66571","19998","1"
"69532","19960","1"
"69532","20012","0"
"69532","20289","0"
"68761","20296","1"
"68761","19987","0"
"68761","19987","0"
"66419","20087","1"
"66419","20202","0"
"66419","19971","0"
"187477","19974","1"
"136857","20012","1"
"136857","19966","0"
"187477","20259","0"
"136857","19984","0"
"187477","20341","0"
"136857","20008","0"
"187477","20342","0"
"136857","20013","0"
"136857","20010","0"
"136857","20041","0"
"136402","20202","1"
"136857","20069","0"
"136402","19959","0"
"136857","20076","0"
"136857","20103","0"
"136857","20141","0"
"136857","20168","0"
"136857","20244","0"
"136857","20248","0"
"136857","20146","0"
"69439","19998","1"
"69439","20012","0"
"148341","20103","1"
"148341","20013","0"
"148341","20319","0"
"68121","20087","1"
"68121","20254","0"
"68121","20163","0"
"66037","20090","1"
"63145","20071","1"
"69381","20206","1"
"69381","20277","0"
"69381","20202","0"
"66638","20315","1"
"66638","20261","0"
"152006","20038","1"
"152006","20152","0"
"152006","20423","0"
"152006","20398","0"
"152006","20414","0"
"71127","20122","1"
"71127","20094","0"
"72409","20016","1"
"72409","20122","0"
"72409","20122","0"
"71961","20250","1"
"71961","19959","0"
"71961","20191","0"
"71961","20012","0"
"71961","20388","0"
"70133","20323","1"
"70133","20301","0"
"70133","20086","0"
"70133","20122","0"
"138541","19979","1"
"138541","20198","0"
"138541","20162","0"
"73475","19994","1"
"73475","20200","0"
"73475","20086","0"
"73475","20315","0"
"68790","20315","1"
"68790","20269","0"
"68790","20283","0"
"68790","20269","0"
"68790","19995","0"
"70418","19971","1"
"70418","20302","0"
"70418","20202","0"
"70418","19981","0"
"70418","20099","0"
"66493","19994","1"
"66493","20066","0"
"66493","20070","0"
"66493","20066","0"
"72645","20206","1"
"72645","20136","0"
"72645","20024","0"
"72645","20148","0"
"72645","20136","0"
"152264","20004","1"
"152264","20190","0"
"152264","20221","0"
"188976","20174","1"
"188976","20068","0"
"188976","20141","0"
"188976","20178","0"
"188973","20099","1"
"188973","20103","0"
"68584","20066","1"
"68584","20013","0"
"188971","19968","1"
"188971","19967","0"
"188971","20103","0"
"188966","20191","1"
"188966","20103","0"
"188966","20171","0"
"188967","20205","1"
"188967","20103","0"
"71561","20066","1"
"188968","20161","1"
"188974","20205","1"
"71561","20013","0"
"188974","20103","0"
"71561","20013","0"
"188968","20103","0"
"74434","20044","1"
"74434","20221","0"
"74434","20103","0"
"74434","20010","0"
"69925","20324","1"
"188969","20015","1"
"188969","20024","0"
"188970","20202","1"
"188970","20103","0"
"145896","20007","1"
"145896","20006","0"
"145896","20008","0"
"145896","20128","0"
"188978","19967","1"
"188978","19966","0"
"188978","19968","0"
"70883","20211","1"
"70883","20012","0"
"188975","20296","1"
"188975","20069","0"
"188975","20103","0"
"67855","20159","1"
"67855","20006","0"
"147181","20103","1"
"147181","20093","0"
"147181","20221","0"
"147181","20171","0"
"138900","22068","1"
"188972","20087","1"
"138900","19971","0"
"138900","19998","0"
"138900","20233","0"
"138900","20252","0"
"138900","19959","0"
"138900","20357","0"
"145897","20007","1"
"145897","20006","0"
"145897","20008","0"
"145897","20128","0"
"69782","20012","1"
"69782","20103","0"
"69782","20141","0"
"137978","20369","1"
"137978","20103","0"
"137978","20161","0"
"137978","20128","0"
"137978","20191","0"
"137978","20220","0"
"137978","20009","0"
"137978","20301","0"
"137978","20171","0"
"65214","19978","1"
"67301","20103","1"
"67301","19968","0"
"67301","20283","0"
"67301","20301","0"
"65052","20171","1"
"65052","20046","0"
"141559","20087","1"
"69388","19963","1"
"141559","20018","0"
"141559","20089","0"
"69388","19962","0"
"141559","20217","0"
"141559","20080","0"
"141559","19990","0"
"141559","20162","0"
"145820","20174","1"
"145820","20178","0"
"145820","20357","0"
"145820","20055","0"
"147425","20171","1"
"147425","20206","0"
"147425","20409","0"
"73401","20044","1"
"73401","20103","0"
"73401","20221","0"
"73401","20013","0"
"73401","19959","0"
"70877","20044","1"
"70877","20103","0"
"70877","20013","0"
"72452","20323","1"
"72452","19990","0"
"73864","20070","1"
"73864","20103","0"
"74013","20012","1"
"74013","20152","0"
"74013","20020","0"
"143051","20068","1"
"143051","20141","0"
"143051","20206","0"
"70536","20171","1"
"70536","20221","0"
"70536","20103","0"
"141782","20015","1"
"73820","20004","1"
"73820","20103","0"
"73820","20418","0"
"73820","20031","0"
"68408","20004","1"
"68408","20064","0"
"68408","20329","0"
"68524","20323","1"
"68524","20166","0"
"68524","19958","0"
"68524","19979","0"
"68524","20125","0"
"67669","20221","1"
"67669","19966","0"
"67669","20004","0"
"70016","20103","1"
"73772","20206","1"
"73772","20010","0"
"73772","20013","0"
"73772","20044","0"
"140401","20103","1"
"140401","20129","0"
"140401","20191","0"
"140401","20220","0"
"140401","20172","0"
"74914","20015","1"
"74914","19959","0"
"74914","20291","0"
"74914","20099","0"
"74914","20136","0"
"74466","19968","1"
"74466","20087","0"
"74466","20087","0"
"74466","20296","0"
"74466","19987","0"
"67705","20221","1"
"67705","19966","0"
"142848","19979","1"
"142848","20214","0"
"68575","20020","1"
"68575","20103","0"
"68575","19979","0"
"74394","20044","1"
"74394","20015","0"
"63337","20012","1"
"63337","20206","0"
"63337","20315","0"
"63969","19978","1"
"63969","20208","0"
"63969","20408","0"
"68921","20004","1"
"68921","20221","0"
"68921","20103","0"
"139276","20145","1"
"139276","20103","0"
"139276","20319","0"
"139276","20171","0"
"64280","19990","1"
"149846","20089","1"
"149846","20006","0"
"149846","20013","0"
"149846","20106","0"
"149846","20103","0"
"149846","20181","0"
"149846","20217","0"
"149846","20173","0"
"69856","20012","1"
"66939","20103","1"
"69856","20013","0"
"66939","19967","0"
"69856","20013","0"
"66939","20006","0"
"66939","20007","0"
"66939","20068","0"
"66939","20103","0"
"66939","20126","0"
"66939","20141","0"
"66939","20174","0"
"66939","20175","0"
"66939","20221","0"
"66939","20256","0"
"66939","22068","0"
"66939","20318","0"
"66939","20375","0"
"66939","20424","0"
"66939","20409","0"
"70876","19960","1"
"70876","20015","0"
"70876","20385","0"
"70876","19959","0"
"71573","20044","1"
"71573","20010","0"
"71573","20086","0"
"71573","20103","0"
"71573","20161","0"
"71573","20009","0"
"66574","19995","1"
"66574","19962","0"
"66574","20254","0"
"67258","20315","1"
"67258","20148","0"
"137713","20152","1"
"141214","20087","1"
"137713","20106","0"
"137713","20191","0"
"141214","20207","0"
"137713","20224","0"
"141214","20385","0"
"137713","20165","0"
"67179","20044","1"
"67179","20221","0"
"67179","19959","0"
"67179","20171","0"
"73507","20296","1"
"73507","19959","0"
"73507","20099","0"
"73507","20157","0"
"68280","20044","1"
"68280","19959","0"
"68280","20010","0"
"68280","20041","0"
"68280","20103","0"
"74574","20015","1"
"74574","20202","0"
"74680","20016","1"
"187443","20027","1"
"187443","20220","0"
"187443","20020","0"
"187443","19990","0"
"187443","20336","0"
"187443","20012","0"
"187443","20385","0"
"71170","19968","1"
"72850","20380","1"
"72850","20012","0"
"140859","19978","1"
"140859","20233","0"
"64956","20015","1"
"64956","20227","0"
"64956","19960","0"
"64956","20404","0"
"64956","20093","0"
"71171","19968","1"
"71039","20094","1"
"71039","19987","0"
"71039","19968","0"
"73090","19968","1"
"73090","20137","0"
"65461","20075","1"
"65461","20112","0"
"74191","20120","1"
"74191","20034","0"
"74191","20034","0"
"68619","20206","1"
"68619","20212","0"
"68619","20086","0"
"68619","20137","0"
"68619","20259","0"
"73011","20190","1"
"73011","20221","0"
"63035","20099","1"
"147311","20286","1"
"147311","20099","0"
"154401","20034","1"
"63931","19995","1"
"63931","20206","0"
"68183","20070","1"
"68183","20285","0"
"69391","20159","1"
"69391","20301","0"
"69391","20121","0"
"70675","20206","1"
"70675","20315","0"
"70675","20161","0"
"152351","20038","1"
"152351","20103","0"
"152351","20127","0"
