"MashupID","ApiID"
"85283","62737"
"85283","62761"
"137782","66917"
"85283","63008"
"137782","64215"
"85283","-1"
"137782","65469"
"85283","63192"
"137782","63689"
"85283","63238"
"137782","67831"
"85283","63240"
"85283","63266"
"85283","63342"
"85283","-1"
"85283","63502"
"85283","-1"
"85283","63819"
"85283","-1"
"85213","62859"
"137781","73768"
"137781","63008"
"137781","62918"
"137781","66917"
"137781","64215"
"137781","65469"
"137781","63689"
"137781","67831"
"83323","62789"
"141246","-1"
"141246","70353"
"141246","65141"
"141246","-1"
"86862","63904"
"85117","-1"
"85903","63008"
"83249","62715"
"88033","64645"
"85903","63664"
"88033","-1"
"84726","63053"
"82886","-1"
"86595","-1"
"87243","65022"
"87243","65416"
"139905","66072"
"139905","64887"
"139905","62715"
"86175","62673"
"86175","62683"
"86175","62918"
"86175","63008"
"86175","-1"
"87463","64541"
"87463","64595"
"87463","64735"
"87463","65585"
"87463","65626"
"87410","62687"
"87410","-1"
"82926","62687"
"81837","62687"
"83484","62687"
"87007","-1"
"83364","62666"
"81837","-1"
"83364","-1"
"83364","62715"
"83364","-1"
"83364","-1"
"87982","62687"
"88127","62666"
"85975","62687"
"88127","62677"
"88127","62715"
"88127","62917"
"87859","62687"
"80840","62687"
"86710","65665"
"84384","62687"
"86548","63511"
"139609","62715"
"84384","-1"
"86548","63824"
"84384","63449"
"86548","64145"
"84384","63824"
"86548","64843"
"86548","66031"
"87558","62687"
"87558","63463"
"86479","62687"
"86479","62715"
"86479","62875"
"86479","63171"
"86479","64094"
"86479","64703"
"88042","67135"
"81669","62687"
"84842","62687"
"81574","-1"
"81574","62767"
"81146","-1"
"81146","62691"
"85797","-1"
"85461","62715"
"85461","-1"
"85797","62841"
"85461","62761"
"85797","64145"
"85461","-1"
"85797","64146"
"85461","-1"
"85797","-1"
"86878","63904"
"87098","62687"
"87098","63171"
"87098","64703"
"87098","66045"
"84490","63817"
"86578","63904"
"86578","64146"
"143060","142444"
"82912","62666"
"143060","142471"
"82912","62677"
"82912","62715"
"143060","62687"
"86103","-1"
"86103","-1"
"150901","74285"
"83752","-1"
"83752","63008"
"83752","-1"
"85986","63008"
"87433","62715"
"87433","63502"
"87433","-1"
"87433","64924"
"82261","62687"
"82640","62687"
"84845","62687"
"84845","62803"
"84845","62842"
"84845","63186"
"84845","63532"
"82692","62666"
"82692","62715"
"82692","62720"
"82692","62837"
"82692","-1"
"82692","62918"
"82692","-1"
"82692","63064"
"82692","63144"
"82692","-1"
"82692","-1"
"82041","62687"
"138072","-1"
"138139","-1"
"87313","63008"
"87313","-1"
"138139","138106"
"146872","-1"
"138149","-1"
"86581","63008"
"138146","-1"
"138146","65543"
"86581","-1"
"138146","66481"
"86581","66166"
"82044","62677"
"82044","62715"
"138110","-1"
"82376","-1"
"138110","73776"
"82376","62687"
"138110","62918"
"138110","63008"
"82376","62727"
"83185","-1"
"85139","-1"
"81193","62687"
"86971","65447"
"85139","62770"
"86968","65447"
"86239","62677"
"86287","62715"
"83156","62918"
"86381","62666"
"83156","63008"
"86381","63822"
"81050","62666"
"94602","-1"
"83025","62683"
"84525","62666"
"148867","69918"
"82675","62687"
"82610","-1"
"82610","62765"
"82610","62803"
"83648","-1"
"83648","62835"
"83648","-1"
"80739","62687"
"80739","62691"
"80739","-1"
"80739","-1"
"80739","62895"
"87399","62677"
"87399","62944"
"87399","63162"
"87399","68893"
"87399","63945"
"87399","65313"
"84144","62687"
"84144","62715"
"84144","63117"
"84144","63128"
"84394","62666"
"87389","62666"
"81709","62666"
"87389","68023"
"82287","62666"
"82287","62687"
"80734","62666"
"82183","62666"
"82454","62666"
"84464","62666"
"83435","62666"
"81016","62666"
"83829","62666"
"84512","62666"
"84512","-1"
"82754","62666"
"83854","62666"
"85379","62666"
"80728","62666"
"81505","62666"
"85682","62666"
"85682","64146"
"81852","62666"
"85281","62666"
"83107","62666"
"83774","62666"
"84934","62666"
"83437","62666"
"82424","62666"
"83437","63260"
"83431","62666"
"81935","62666"
"83431","-1"
"81935","62687"
"81425","62666"
"83300","62666"
"83159","62666"
"83159","63158"
"82506","62666"
"84482","62666"
"81366","62666"
"81085","62666"
"85744","62666"
"83358","62666"
"81099","62666"
"82295","62666"
"83384","62666"
"83164","62666"
"83164","62691"
"83164","62803"
"81642","62666"
"80729","62666"
"81330","62666"
"83667","62666"
"82706","62666"
"82706","-1"
"83709","62666"
"83709","62687"
"81549","62666"
"83541","62691"
"82957","62691"
"87755","62687"
"81462","-1"
"85643","-1"
"81549","62990"
"85941","62666"
"80800","62687"
"85941","62875"
"85941","64094"
"85941","64145"
"85941","64974"
"84121","63329"
"81536","62666"
"138565","66911"
"86387","65772"
"87655","63734"
"87655","63848"
"85276","62666"
"85533","62683"
"85276","63008"
"85533","62687"
"84457","63008"
"80730","62666"
"87508","62687"
"80730","62677"
"87061","62687"
"87508","-1"
"80730","62681"
"87508","64842"
"87267","-1"
"81238","62687"
"140699","137398"
"140699","64726"
"140699","68271"
"140699","62918"
"140699","66917"
"83959","62715"
"83959","62761"
"83959","-1"
"83139","-1"
"85809","62687"
"85809","65399"
"85315","62666"
"85315","63128"
"84556","-1"
"84556","65399"
"87053","63008"
"88060","66847"
"86768","63904"
"81888","62677"
"138756","74171"
"86867","63904"
"87396","62687"
"86867","64656"
"87396","63008"
"83346","62859"
"82884","62666"
"82884","62918"
"82884","63008"
"81022","62666"
"83355","63008"
"81022","62687"
"86406","-1"
"86406","65239"
"80845","62687"
"83319","-1"
"83682","63053"
"83319","62687"
"83682","63055"
"83319","62842"
"84995","62687"
"84867","62678"
"84995","63008"
"84867","62685"
"84867","62687"
"84867","62715"
"84867","62875"
"81391","62687"
"85876","63824"
"138009","-1"
"85876","63904"
"86117","63824"
"120424","65033"
"86117","64244"
"82589","62687"
"83728","62687"
"82589","62767"
"83728","-1"
"86451","-1"
"85318","63008"
"82155","62687"
"86451","63824"
"82155","62875"
"85318","63898"
"143788","63008"
"143788","62918"
"143788","65364"
"143788","62715"
"143788","63805"
"143788","63502"
"82970","62687"
"83679","-1"
"85896","64229"
"83679","62681"
"83679","62715"
"83679","62761"
"83679","62966"
"83679","63008"
"83679","-1"
"83679","63238"
"83679","-1"
"83679","63313"
"83679","-1"
"149910","65364"
"88010","63147"
"149910","62687"
"88010","67014"
"83152","62687"
"87058","62687"
"87058","63008"
"87833","63381"
"87683","62687"
"87683","64838"
"87683","65305"
"84912","62687"
"84912","63008"
"83715","-1"
"138140","-1"
"138140","66687"
"138140","63689"
"138140","63008"
"138140","62918"
"86076","62687"
"84895","62687"
"83123","62687"
"83019","62687"
"83123","-1"
"81116","62687"
"83125","62859"
"83125","-1"
"86070","-1"
"83124","63006"
"83124","-1"
"86070","63956"
"85735","-1"
"86991","62918"
"81041","62687"
"86170","63008"
"85735","63128"
"81041","62703"
"86991","63008"
"86170","64002"
"82148","-1"
"82148","-1"
"83786","62666"
"82146","62687"
"83786","62678"
"84202","62666"
"84202","62720"
"84202","62789"
"84202","62918"
"87678","62687"
"87678","-1"
"86551","62687"
"86551","-1"
"138562","66911"
"87155","-1"
"138562","63513"
"138562","63008"
"138562","63238"
"81628","62666"
"83560","62687"
"85599","62687"
"85599","-1"
"83007","62687"
"87622","64228"
"83007","62789"
"81277","62687"
"86918","62687"
"85800","62918"
"87128","66710"
"87812","63351"
"87812","63663"
"87262","62687"
"87262","63008"
"87262","65415"
"86550","62687"
"83091","62687"
"83607","-1"
"86550","-1"
"86550","-1"
"87103","63904"
"83822","-1"
"87106","64656"
"87555","62687"
"82792","62687"
"86400","-1"
"86355","-1"
"84605","-1"
"84605","63500"
"83037","62670"
"82842","62687"
"82533","62691"
"81917","-1"
"82394","62687"
"83051","62687"
"86273","62715"
"86856","63904"
"86273","63008"
"86856","64656"
"86273","63179"
"86273","65022"
"83971","62761"
"83887","62666"
"86691","62687"
"86691","-1"
"83887","-1"
"86691","62918"
"83887","62715"
"83939","-1"
"83767","-1"
"85400","62837"
"83677","-1"
"85400","-1"
"83677","-1"
"85179","62687"
"87609","-1"
"88075","63381"
"86761","63904"
"84677","62666"
"86761","64656"
"87609","63366"
"87609","-1"
"87609","65415"
"84677","62681"
"84677","62715"
"84677","62761"
"84677","62918"
"84677","63008"
"84677","-1"
"86561","-1"
"81508","62677"
"86561","65415"
"84071","-1"
"86966","63008"
"86966","-1"
"87412","62687"
"87499","62809"
"87430","62677"
"87605","62715"
"83582","62687"
"86041","62687"
"86041","64048"
"87430","63736"
"87605","63168"
"86163","62918"
"81348","62687"
"84729","63863"
"86163","62925"
"86163","63008"
"86163","63449"
"85268","62687"
"83138","62667"
"84527","62918"
"88112","71124"
"86713","62687"
"83138","-1"
"83138","62681"
"83138","-1"
"86713","65364"
"84527","-1"
"88128","62715"
"88128","62918"
"88128","63008"
"85136","63008"
"84643","62666"
"83571","62687"
"84643","62687"
"84643","62715"
"84643","62936"
"84643","63117"
"85401","62837"
"88288","64206"
"84987","63008"
"84987","63930"
"81077","62720"
"85824","-1"
"85824","62687"
"85824","63428"
"85824","-1"
"84207","62681"
"122847","65738"
"84207","-1"
"84207","62773"
"84207","-1"
"85267","63008"
"82688","62687"
"81730","-1"
"81730","-1"
"87567","62687"
"84034","-1"
"82627","62677"
"85633","62677"
"87567","62803"
"137388","62715"
"137388","67039"
"85633","63409"
"87567","63463"
"85633","63500"
"87567","63947"
"87567","-1"
"82627","62789"
"87567","-1"
"87567","65436"
"87567","66783"
"87567","67951"
"85332","62683"
"85332","62715"
"85332","63635"
"85570","62666"
"84341","62687"
"85570","62715"
"84341","62691"
"85570","63008"
"84341","-1"
"84341","63449"
"85570","63144"
"84341","63452"
"85570","63166"
"85570","63179"
"85570","63375"
"85570","63741"
"85570","63898"
"85570","-1"
"85570","64636"
"86591","-1"
"86486","-1"
"86462","65261"
"88032","62687"
"86229","62687"
"86229","62918"
"81063","62687"
"85106","62687"
"83408","62835"
"83408","-1"
"85746","-1"
"83684","62687"
"85746","64656"
"86554","66073"
"81068","62687"
"83092","62687"
"84393","62687"
"86318","67479"
"86167","63140"
"86167","63366"
"85205","63008"
"85205","63506"
"85205","63692"
"80902","62687"
"87249","62918"
"141803","141802"
"84343","62666"
"84343","62687"
"84343","62918"
"84212","63671"
"86019","62687"
"83906","-1"
"86019","62715"
"138979","138752"
"87793","62715"
"87793","-1"
"81829","62687"
"83214","62687"
"81449","62687"
"86339","62761"
"84175","62687"
"85692","62687"
"85692","62797"
"85692","62803"
"85692","-1"
"85692","62895"
"85692","62918"
"85692","63008"
"85692","63117"
"85692","63128"
"85692","63151"
"84175","62715"
"85692","63166"
"85692","-1"
"85692","63332"
"85692","63366"
"85692","63452"
"85692","-1"
"85692","64123"
"85692","-1"
"85692","-1"
"85692","64742"
"85692","64838"
"81971","62687"
"143797","-1"
"85646","62687"
"86894","62687"
"85646","63506"
"85384","62687"
"85384","63297"
"86453","62687"
"86453","65842"
"81113","62687"
"86161","62687"
"86161","64842"
"81844","62687"
"86147","62687"
"86147","-1"
"86147","64742"
"86575","64767"
"85041","62687"
"85032","62687"
"88082","62666"
"85041","63149"
"85032","63008"
"85032","63166"
"85032","63506"
"88082","63008"
"88082","64144"
"88082","-1"
"88082","64061"
"88082","65083"
"88082","74232"
"88082","137455"
"83799","-1"
"83799","-1"
"83799","62768"
"84612","62687"
"84612","62691"
"84612","-1"
"81154","62687"
"82797","62687"
"84730","63331"
"84730","-1"
"84533","-1"
"84533","63302"
"83127","62687"
"83522","63248"
"83522","63331"
"83270","62677"
"83270","62687"
"87897","62687"
"85351","62687"
"85351","63117"
"85351","63360"
"85351","63366"
"85351","63824"
"85025","62666"
"84374","62669"
"85025","62687"
"84374","62680"
"85025","63008"
"84374","-1"
"84374","-1"
"84374","-1"
"84374","62918"
"84374","-1"
"84374","62965"
"84374","63008"
"84374","-1"
"84374","63086"
"84374","-1"
"84374","-1"
"84374","-1"
"84374","63179"
"84374","63203"
"84374","63216"
"84374","-1"
"84374","-1"
"84374","-1"
"84374","-1"
"84374","63405"
"84374","63617"
"84374","-1"
"84374","63654"
"87266","62687"
"86579","62761"
"142324","-1"
"142324","-1"
"142324","63635"
"83499","-1"
"85849","62687"
"83499","62803"
"85849","-1"
"82900","62687"
"82019","62687"
"86036","62687"
"83102","62666"
"84555","-1"
"83102","62687"
"83102","63117"
"84555","65399"
"85061","62687"
"85061","62770"
"85061","63008"
"85061","63332"
"85061","63824"
"83103","62666"
"83103","62687"
"83103","62803"
"83103","63117"
"85801","62687"
"85801","62774"
"85801","62835"
"85580","62666"
"85580","62687"
"85580","62715"
"85580","63008"
"85580","63332"
"85580","-1"
"85580","-1"
"85838","62687"
"85838","63008"
"85838","-1"
"85501","62666"
"85501","62687"
"85501","63064"
"85501","63452"
"80919","-1"
"80919","-1"
"83313","62687"
"83313","62703"
"86790","62687"
"86790","63824"
"86790","63904"
"80817","-1"
"87923","62687"
"87923","65416"
"81522","-1"
"81522","-1"
"81522","62768"
"80893","62687"
"85102","-1"
"84825","62687"
"85102","-1"
"84825","63452"
"87415","64740"
"81365","62666"
"81365","62681"
"81365","62691"
"81365","62764"
"81365","-1"
"81365","62773"
"81530","62666"
"82889","62687"
"82145","62666"
"82145","62687"
"81530","62687"
"81530","62803"
"82145","62803"
"142378","67100"
"87452","63008"
"87452","64146"
"87452","64839"
"83210","62683"
"138269","62727"
"86421","62687"
"86421","64146"
"86421","64427"
"87245","63904"
"87245","64219"
"86531","62687"
"151801","151800"
"151801","140315"
"83206","62687"
"152635","-1"
"87690","62687"
"87667","63502"
"87690","64842"
"87690","68727"
"85329","62677"
"85316","62677"
"85329","62809"
"138024","-1"
"138024","63904"
"88109","67184"
"83866","62677"
"87648","62918"
"87648","-1"
"84287","-1"
"84377","62666"
"84287","62761"
"87150","62670"
"87150","62945"
"87150","63538"
"87150","64206"
"87150","64667"
"87150","66594"
"87150","66603"
"87150","67935"
"84960","63883"
"81808","62687"
"87359","-1"
"83859","62687"
"84132","62687"
"83836","62682"
"83836","62687"
"83836","63151"
"82575","62677"
"86173","62944"
"82575","62683"
"86173","64002"
"83026","62687"
"82112","62687"
"82569","62773"
"82569","-1"
"83240","62666"
"84979","62687"
"83240","62687"
"84979","-1"
"83240","63006"
"84979","65399"
"87202","62687"
"81813","62687"
"84847","62677"
"81986","62687"
"84847","-1"
"84847","62715"
"84847","62761"
"84847","62900"
"84847","62918"
"84847","-1"
"84847","-1"
"84847","64017"
"81028","62687"
"81322","62687"
"82306","62666"
"86074","62687"
"83530","62691"
"83623","62687"
"83623","-1"
"95408","73456"
"95408","62905"
"87714","62687"
"87714","62703"
"87714","62918"
"87714","63008"
"87714","63238"
"87714","64094"
"87714","66917"
"87714","67473"
"87714","68272"
"84907","64141"
"84905","64141"
"85402","62837"
"83378","62687"
"85402","63824"
"83378","62715"
"82091","62687"
"86807","62918"
"81934","62687"
"81560","62687"
"84866","62687"
"84866","63342"
"83288","63220"
"85013","63273"
"84264","62687"
"81758","62789"
"85892","62687"
"85892","-1"
"84264","-1"
"149806","68910"
"144008","72946"
"85301","63904"
"83296","62687"
"80940","62666"
"80940","62677"
"80940","62681"
"80940","-1"
"80940","-1"
"87117","62687"
"87117","-1"
"81806","62687"
"84800","62687"
"84800","63106"
"84800","63147"
"87971","63689"
"83819","62687"
"149524","70974"
"86317","64740"
"149524","64773"
"83819","63147"
"149524","-1"
"87950","62687"
"81593","62687"
"85187","62687"
"81664","62687"
"87236","62687"
"83673","62666"
"80989","62687"
"87236","63452"
"87236","64471"
"85424","62837"
"87831","63381"
"83673","62687"
"83673","-1"
"83673","62715"
"85036","63008"
"85036","63506"
"85273","64094"
"84478","62685"
"84706","62683"
"84706","62944"
"84706","-1"
"82557","-1"
"85055","-1"
"82689","62687"
"85535","62687"
"85055","-1"
"82689","-1"
"85535","62918"
"85535","63008"
"85535","-1"
"85535","63332"
"85403","62837"
"85403","64094"
"84114","-1"
"85870","62837"
"84114","-1"
"85870","63824"
"83068","62666"
"85656","-1"
"84835","62687"
"85689","63824"
"85478","-1"
"83068","-1"
"85689","-1"
"83068","62677"
"83068","62683"
"83068","62687"
"83068","62715"
"83068","63072"
"86520","63342"
"83417","-1"
"86520","66017"
"85404","62837"
"85404","-1"
"84340","63452"
"82949","62677"
"82949","62687"
"84790","63231"
"84194","62687"
"84115","62687"
"84115","62980"
"84115","63342"
"84160","-1"
"82647","-1"
"82647","-1"
"84094","62687"
"84094","63008"
"84094","-1"
"87194","62687"
"83946","62789"
"87760","62687"
"87194","63064"
"87194","63452"
"87194","-1"
"83946","63273"
"86562","62687"
"81295","62687"
"86096","62687"
"81626","62687"
"80855","62687"
"81772","62687"
"81772","62789"
"81772","-1"
"87022","62687"
"87022","66160"
"87022","66253"
"86396","62687"
"81939","62687"
"81297","62677"
"87056","62687"
"81476","62687"
"81297","62687"
"84933","63006"
"86975","64839"
"86975","65294"
"86599","-1"
"82379","62789"
"84718","63166"
"86599","63824"
"82379","-1"
"83966","62687"
"82853","62789"
"82852","62789"
"83915","62687"
"82853","62980"
"82853","63006"
"82852","63006"
"81704","62687"
"81997","62687"
"81704","-1"
"81997","-1"
"86822","62687"
"82648","62687"
"83471","-1"
"81732","-1"
"82648","62765"
"81732","-1"
"83451","-1"
"82384","-1"
"81126","62770"
"86712","66152"
"84658","63360"
"83097","-1"
"83097","63117"
"83097","63128"
"87926","62715"
"87926","62918"
"87926","63008"
"87926","64145"
"83851","-1"
"81199","62687"
"136393","-1"
"136393","62687"
"81646","62687"
"81646","62715"
"94599","63822"
"80951","62687"
"84624","63008"
"84624","-1"
"82593","62666"
"82593","62687"
"84661","62677"
"84661","62683"
"84661","63008"
"84661","64426"
"87032","62687"
"87032","64839"
"87032","65305"
"87032","66160"
"85957","-1"
"85051","63969"
"86065","63824"
"84824","-1"
"84824","-1"
"84824","63008"
"82362","62687"
"83531","62691"
"140909","66429"
"84002","62687"
"84002","63332"
"140909","66430"
"83564","62687"
"84155","62677"
"84155","62683"
"84155","-1"
"82888","62687"
"82888","62803"
"82888","63113"
"82888","63117"
"87654","62918"
"144777","66780"
"87654","66400"
"86425","62687"
"85808","62936"
"86425","65364"
"85808","63008"
"85537","62687"
"82582","62787"
"84893","63784"
"85915","62687"
"85915","62703"
"85915","-1"
"85915","-1"
"85915","63449"
"85915","64145"
"85915","64471"
"85677","62687"
"87621","64228"
"81776","62687"
"83365","62687"
"84454","-1"
"82562","62687"
"86224","62966"
"87072","63904"
"82980","63065"
"86224","65125"
"85434","63409"
"85889","63904"
"85889","64656"
"82568","62808"
"86860","62918"
"86860","63008"
"86860","63904"
"86860","64656"
"81979","62896"
"85817","64924"
"86627","62687"
"86627","63147"
"86238","64767"
"82036","62687"
"85765","63904"
"85765","64656"
"85444","63008"
"85444","63904"
"82402","62859"
"87376","-1"
"80923","62786"
"87376","64767"
"87376","68793"
"85100","64017"
"80776","62669"
"85023","63824"
"80776","62687"
"85023","64017"
"83370","62687"
"83370","63267"
"84657","63366"
"82176","62687"
"84657","64017"
"82176","62918"
"82176","63266"
"82176","-1"
"82176","64904"
"84113","62687"
"85685","62918"
"85840","62687"
"85840","62918"
"85840","63449"
"86913","62918"
"81215","62666"
"86913","63008"
"81215","62673"
"81215","62677"
"81215","62681"
"86913","63904"
"81215","62687"
"81215","62703"
"86913","64656"
"81215","-1"
"81215","62779"
"81215","62803"
"86664","62931"
"86664","63904"
"81392","62683"
"82368","-1"
"83321","62789"
"81782","62677"
"85664","62687"
"85664","63008"
"85665","62687"
"81014","62687"
"85665","62715"
"87034","62918"
"87034","66038"
"87034","66672"
"87034","66710"
"87526","62918"
"82204","62687"
"80792","62687"
"83532","62691"
"84754","62670"
"83671","63166"
"83722","62687"
"83518","62687"
"80749","62687"
"84189","63158"
"84189","-1"
"84189","64094"
"84189","67222"
"84189","68640"
"84189","69882"
"84883","62666"
"84883","63008"
"87887","62667"
"87887","62687"
"87887","63008"
"87887","63511"
"87887","67365"
"87887","67713"
"85353","63008"
"138757","74171"
"83215","63277"
"83922","62687"
"84613","-1"
"84613","63128"
"86810","63904"
"87535","-1"
"87893","-1"
"85716","62673"
"85716","64002"
"85716","64641"
"83595","-1"
"81834","62666"
"83593","63008"
"83593","-1"
"81834","-1"
"83593","-1"
"81834","62687"
"81834","62701"
"81834","62768"
"83831","62687"
"82288","-1"
"83601","63008"
"87587","68927"
"82288","62687"
"87587","69714"
"82491","62691"
"85048","62687"
"138059","69849"
"87205","62687"
"87205","-1"
"87205","-1"
"87205","63147"
"87205","63166"
"87205","64473"
"83146","62687"
"87429","64905"
"87149","-1"
"83905","62789"
"87149","62682"
"87149","62687"
"87149","63503"
"87149","63557"
"87149","65415"
"85234","62687"
"85234","63008"
"81994","62666"
"81994","62687"
"81087","62687"
"86667","62925"
"86667","63008"
"86667","65364"
"83779","62789"
"81977","62852"
"84644","-1"
"81977","-1"
"138143","-1"
"82154","62677"
"82154","62918"
"82154","62944"
"82154","63008"
"82154","-1"
"82154","63277"
"138856","62687"
"138856","63166"
"87580","-1"
"86792","63904"
"87580","62687"
"87580","63157"
"87277","63008"
"84593","64002"
"87319","62687"
"87720","62918"
"87319","-1"
"87720","63008"
"87720","-1"
"88175","62687"
"88175","74375"
"86043","64048"
"85167","-1"
"86043","64146"
"85167","63008"
"83463","62687"
"86572","-1"
"83474","62687"
"86572","-1"
"86572","62728"
"86572","64145"
"86572","67924"
"86572","69173"
"86686","64048"
"84610","64027"
"83442","62687"
"84943","62677"
"86797","62715"
"81035","62677"
"84943","-1"
"85146","62677"
"83057","62687"
"85146","-1"
"84943","62875"
"86797","62918"
"84943","-1"
"85146","62944"
"84943","63433"
"85146","63277"
"84943","63449"
"84943","63664"
"82205","62687"
"82205","-1"
"81194","62687"
"83810","62789"
"138507","137724"
"86297","63904"
"83810","-1"
"84244","62715"
"84243","-1"
"82254","62687"
"87338","63463"
"84396","62729"
"84244","-1"
"84244","63128"
"138566","66911"
"87169","62918"
"87169","-1"
"87169","-1"
"84161","-1"
"87805","62687"
"82294","62687"
"87805","64471"
"87805","65305"
"84210","62809"
"85335","62918"
"85335","63008"
"87866","62687"
"87287","66672"
"87287","66710"
"83501","62809"
"83187","62687"
"86650","62687"
"83501","62925"
"83187","62859"
"83187","-1"
"83187","-1"
"94601","62666"
"82429","-1"
"94601","62687"
"94601","66518"
"81618","-1"
"86460","62687"
"80799","62687"
"84957","62809"
"86460","63449"
"86460","64838"
"86460","65305"
"84957","62944"
"83413","62966"
"83413","63048"
"82751","-1"
"82751","63048"
"83533","62691"
"81885","62666"
"85811","62687"
"81885","62687"
"85811","65399"
"87728","63506"
"83811","62677"
"86365","62687"
"83811","62687"
"86919","62687"
"84571","-1"
"81622","62666"
"84571","63500"
"81622","62687"
"81622","-1"
"84817","62687"
"83084","62687"
"84817","64169"
"81733","62687"
"85793","62687"
"85793","62703"
"85793","63463"
"85640","62687"
"85640","62703"
"85640","62918"
"85640","63449"
"81010","62687"
"83420","62687"
"81478","62687"
"86419","62687"
"87505","62687"
"87505","69709"
"84659","62687"
"84659","63463"
"83800","62687"
"82851","62687"
"82851","62715"
"81634","-1"
"83800","63147"
"83534","62691"
"81900","62687"
"83727","62687"
"82567","62687"
"83456","62687"
"83456","62966"
"83748","-1"
"88007","62687"
"88007","64838"
"80737","62687"
"83556","-1"
"83982","62687"
"83283","62687"
"86243","65197"
"86243","65337"
"83868","63360"
"87046","64740"
"87830","63381"
"86382","63008"
"86382","63904"
"86382","64656"
"88174","73951"
"83399","62981"
"88168","73951"
"83399","63128"
"86956","62715"
"86956","63506"
"86956","65014"
"86018","62678"
"85443","63008"
"86018","63128"
"85443","63904"
"87608","67014"
"87506","69837"
"86303","63904"
"86303","64656"
"88201","-1"
"88201","66619"
"81477","62687"
"84665","63008"
"85314","64146"
"86459","64113"
"83764","62687"
"86459","-1"
"88000","62687"
"87806","-1"
"87806","71898"
"87386","62761"
"87031","64079"
"138215","65364"
"87386","64516"
"85029","62666"
"85029","62673"
"85029","62687"
"85029","62715"
"85029","62925"
"86116","64244"
"84042","62687"
"84042","-1"
"87437","63741"
"82724","62687"
"87437","65302"
"84480","62687"
"86863","63824"
"86537","62918"
"84648","-1"
"86776","63824"
"86776","63904"
"86863","63904"
"86863","64656"
"83503","62687"
"83503","63121"
"80895","62666"
"144313","144312"
"80895","-1"
"85945","62769"
"83698","-1"
"83698","-1"
"85945","63008"
"85945","63898"
"83698","62917"
"85945","-1"
"85945","64626"
"85945","64636"
"85945","64745"
"84545","62683"
"85405","62837"
"83276","-1"
"81181","62687"
"82840","62789"
"86059","64417"
"81466","62687"
"86934","63904"
"86934","64656"
"82280","62687"
"82280","62715"
"83980","-1"
"83861","62918"
"87537","70176"
"85623","62918"
"82227","62948"
"145856","63511"
"86521","66013"
"145856","67112"
"85428","62666"
"84618","-1"
"85428","62715"
"84618","62687"
"84618","-1"
"84618","63911"
"82618","62687"
"145176","65447"
"149674","149450"
"87842","62675"
"87842","62677"
"87842","62683"
"87842","62788"
"87842","63068"
"87842","63206"
"87842","65561"
"87842","65585"
"87842","68278"
"87842","69811"
"87842","71285"
"87842","71887"
"83844","63002"
"81706","62687"
"145177","65447"
"86246","62918"
"86246","-1"
"139041","69926"
"139041","62918"
"85327","64141"
"138069","-1"
"83898","62789"
"84235","62789"
"84235","63137"
"83749","62715"
"83416","62789"
"83912","62789"
"83416","-1"
"83912","-1"
"86420","62687"
"86420","63008"
"84353","62666"
"84353","62677"
"84353","62715"
"84353","62761"
"84353","62842"
"84353","62925"
"84353","62976"
"84353","-1"
"84353","-1"
"84353","-1"
"84353","-1"
"83717","62687"
"83717","62715"
"83717","62875"
"83717","-1"
"87885","62666"
"87885","62837"
"87885","62842"
"87885","62918"
"87885","63064"
"87885","64739"
"87885","64972"
"87885","65052"
"87885","66838"
"87885","-1"
"87885","68953"
"87885","69042"
"87885","-1"
"81311","62687"
"82941","62687"
"86640","63231"
"83821","-1"
"83635","62789"
"83426","-1"
"82654","-1"
"83635","-1"
"87640","62687"
"87640","62918"
"87640","65364"
"85738","63904"
"85738","64656"
"81132","62687"
"84461","62666"
"84461","62842"
"84461","62918"
"84461","63266"
"94603","62685"
"94603","-1"
"94603","-1"
"94603","62918"
"94603","-1"
"94603","63824"
"94603","72229"
"86114","64244"
"85186","62666"
"85186","62687"
"87216","62666"
"87863","65948"
"87863","67162"
"87863","69976"
"87216","62678"
"87216","62715"
"87216","62859"
"87216","63064"
"87216","-1"
"87216","63342"
"87216","63663"
"87216","64322"
"83354","62715"
"87528","-1"
"87528","64656"
"87528","67014"
"82267","-1"
"86270","62925"
"83824","-1"
"82267","62786"
"146879","64972"
"82267","-1"
"86270","63904"
"82267","62886"
"86933","63824"
"86933","63904"
"86933","64656"
"87126","62685"
"84451","62666"
"82607","62666"
"84451","63064"
"87126","62875"
"87126","64073"
"82607","62687"
"82607","62715"
"87126","65382"
"82607","62875"
"87126","65738"
"82607","-1"
"87126","-1"
"82607","63117"
"87126","66917"
"84765","62774"
"86772","62687"
"84765","62980"
"86772","63008"
"84765","-1"
"86772","63366"
"84765","63366"
"86772","63824"
"84765","63824"
"85406","62837"
"87220","63106"
"83513","-1"
"82443","62687"
"87220","64946"
"83513","62687"
"86210","63904"
"81400","62687"
"85380","63008"
"86210","64656"
"83390","62715"
"88023","62670"
"88023","66594"
"87665","62715"
"87381","65549"
"83984","62715"
"87665","62918"
"87665","63008"
"87665","63313"
"87665","65364"
"87665","-1"
"87665","65415"
"87665","65582"
"87665","66917"
"87665","68272"
"87381","67179"
"87381","67644"
"87381","68679"
"84625","62666"
"86601","63824"
"84625","63008"
"86601","65381"
"81727","62687"
"94610","63492"
"90903","63492"
"94610","63594"
"90903","63594"
"87351","62715"
"87351","62761"
"87351","65876"
"82133","62683"
